LICENSE_NO,BUSINESS_NAME,LEGAL_STRUCTURE,LICENSE_TYPE,RECORD_STATUS,EXPIRATION_DATE,EXPIRATION_STATUS,MUNICIPALITY,MANAGER_NAME,DBA,OFF_CATEGORY,ON_CATEGORY,OFF_TYPE,ON_TYPE,LICENSEE_CLASS,TRANSFER_FROM,TRANSFER_METHOD,LIC_HISTORY_BUSINESS_NAME,LICENSE_ISSUE_DATE,SPECIAL_LEGISLATION,CHAPTER,OF_THE_ACT,ST_NO,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,FULL_PREMISE_ADDRESS,BUSINESS_ADDRESS
00163-RS-0974,Grand Buffet Star Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Yi Zheng,,,Wines and Malt,,Restaurant,Seasonal,,,,38012.0,No,,,5,Cheshire Road,,Pittsfield,MA,01201,"5 Cheshire Road , Pittsfield, MA 01201","5 Cheshire Road , Pittsfield, MA 01201"
00167-PK-0974,Zenners Package And Variety Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Christopher C Gian,ZENNERS PACKAGE AND VARIETY DELI,All Alcoholic Beverages,,Package Store,,Seasonal,,,,38208.0,No,,,307,Tyler St,,Pittsfield,MA,01201,"307 Tyler St , Pittsfield, MA 01201","307 Tyler St , Pittsfield, MA 01201"
00027-RS-0974,Sideline Saloon LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Colleen E. Doyle,,,All Alcoholic Beverages,,Restaurant,Annual,,,,38258.0,No,,,434,Fenn Street,,Pittsfield,MA,01201,"434 Fenn Street , Pittsfield, MA 01201","434 Fenn Street , Pittsfield, MA 01201"
00136-RS-0974,Douhan Enterprises Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Karl Douhan,PIZZA HOUSE,,Wines and Malt,,Restaurant,Annual,,,,38611.0,No,,,692,Tyler Street,,Pittsfield,MA,01201,"692 Tyler Street , Pittsfield, MA 01201","692 Tyler Street , Pittsfield, MA 01201"
00182-PK-0974,New Elm Sts. Convenience Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Piyush R Shah,Elm St. Convenience,All Alcoholic Beverages,,Package Store,,Seasonal,,,,38883.0,No,,,155,Elm Street,,Pittsfield,MA,01201,"155 Elm Street , Pittsfield, MA 01201","155 Elm Street , Pittsfield, MA 01201"
00184-GP-0974,The Colonial Theatre Association Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Kathleen A Maguire,THE COLONIAL THEATRE,,All Alcoholic Beverages,,General On-Premises,Annual,,,,38944.0,No,164,,109-111,South Street,,Pittsfield,MA,01201,"109-111 South Street , Pittsfield, MA 01201","109-111 South Street , Pittsfield, MA 01201"
00110-PK-0974,Wswas Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,George J Garivaltis,WEST STREET WINE AND SPIRITS,All Alcoholic Beverages,,Package Store,,Annual,,,,39147.0,No,,,200,West Street,,Pittsfield,MA,01201,"200 West Street , Pittsfield, MA 01201","200 West Street , Pittsfield, MA 01201"
00109-PK-0974,Hashims Pkg Store Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Paul M Hashim,,All Alcoholic Beverages,,Package Store,,Annual,,,,39182.0,No,,,140,West Housatonic Street,,Pittsfield,MA,01201,"140 West Housatonic Street , Pittsfield, MA 01201","140 West Housatonic Street , Pittsfield, MA 01201"
00185-GP-0974,Barrington Stage Company Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Branden William Huldeen,,,Wines and Malt,,General On-Premises,Seasonal,,,,39707.0,No,,,30,Union Street,,Pittsfield,MA,01201,"30 Union Street , Pittsfield, MA 01201","30 Union Street , Pittsfield, MA 01201"
00014-RS-0974,Three Moons Rising Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Bonnie J Morse,MISTY MOONLIGHT DINER,,Wines and Malt,,Restaurant,Annual,,,,39857.0,No,,,565,Dalton Avenue,,Pittsfield,MA,01201,"565 Dalton Avenue , Pittsfield, MA 01201","565 Dalton Avenue , Pittsfield, MA 01201"
00041-RS-0974,Wendling Enterprises LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Michael Wendling,O'LAUGHLINS PUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,39967.0,No,,,342,Merrill Road,,Pittsfield,MA,01201,"342 Merrill Road , Pittsfield, MA 01201","342 Merrill Road , Pittsfield, MA 01201"
00062-RS-0974,Mtm Dining Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Anthony Mazzeo,MAZZEOS RISTORANTE,,All Alcoholic Beverages,,Restaurant,Annual,,,,40177.0,No,,,1015,South St,,Pittsfield,MA,01201,"1015 South St , Pittsfield, MA 01201","1015 South St , Pittsfield, MA 01201"
00100-PK-0974,Zukes Soup And Variety LLC,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Elizabeth G Zucco,,Wines and Malt,,Package Store,,Annual,,,,40429.0,No,,,381,North Street,,Pittsfield,MA,01201,"381 North Street , Pittsfield, MA 01201","381 North Street , Pittsfield, MA 01201"
00087-RS-0974,Zuccos Family Restaurant LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Richard J Zucco,ZUCCOS FAMILY RESTAURANT LLC,,All Alcoholic Beverages,,Restaurant,Annual,,,,40445.0,No,,,451,Dalton Ave,,Pittsfield,MA,01201,"451 Dalton Ave , Pittsfield, MA 01201","451 Dalton Ave , Pittsfield, MA 01201"
00204-PK-0974,Wohrles Foods Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Lynn Kessler,,Wines and Malt,,Package Store,,Seasonal,,,,40588.0,No,,,1619,East Street,,Pittsfield,MA,01201,"1619 East Street , Pittsfield, MA 01201","1619 East Street , Pittsfield, MA 01201"
00107-PK-0974,Ganshyam Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Pinal J Shah,HARTES PACKAGE AND VARIETY STORE,All Alcoholic Beverages,,Package Store,,Annual,,,,41120.0,No,,,47,Dalton Avenue,,Pittsfield,MA,01201,"47 Dalton Avenue , Pittsfield, MA 01201","47 Dalton Avenue , Pittsfield, MA 01201"
00119-PK-0974,Jay Ishwar Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Bhumi H Karia,COSTANZOS PACKAGE AND VARIETY,Wines and Malt,,Package Store,,Annual,,,,41416.0,No,,,180,Onota Street,,Pittsfield,MA,01201,"180 Onota Street , Pittsfield, MA 01201","180 Onota Street , Pittsfield, MA 01201"
00152-PK-0974,Jay Ishwar Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Bhumi H Karia,COSTANZOS PACKAGE AND VARIETY,All Alcoholic Beverages,,Package Store,,Seasonal,,,,41416.0,No,,,180,Onota Street,,Pittsfield,MA,01201,"180 Onota Street , Pittsfield, MA 01201","180 Onota Street , Pittsfield, MA 01201"
00072-RS-0974,Parkside Bar Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Robert Jay Casella,,,All Alcoholic Beverages,,Restaurant,Annual,,,,41562.0,No,,,220,West Housatonic Street,,Pittsfield,MA,01201,"220 West Housatonic Street , Pittsfield, MA 01201","220 West Housatonic Street , Pittsfield, MA 01201"
00012-RS-0974,Madsage LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Michael A. Soldato,The Roasted Garlic,,All Alcoholic Beverages,,Restaurant,Annual,,,,41765.0,No,,,483,West Housatonic Street,,Pittsfield,MA,01201,"483 West Housatonic Street , Pittsfield, MA 01201","483 West Housatonic Street , Pittsfield, MA 01201"
00215-RS-0974,Eat Drink Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Jared Decoteau,District Kitchen and Bar,,All Alcoholic Beverages,,Restaurant,Annual,,,,41773.0,Yes,71,2005,40,West Street,,Pittsfield,MA,01201,"40 West Street , Pittsfield, MA 01201","40 West Street , Pittsfield, MA 01201"
00144-RS-0974,Apple New England LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Richard Jones,APPLEBEES NEIGHBORHOOD GRILL AND BAR,,All Alcoholic Beverages,,Restaurant,Annual,,,,41830.0,No,,,555,Hubbard Ave,,Pittsfield,MA,01201,"555 Hubbard Ave , Pittsfield, MA 01201","555 Hubbard Ave , Pittsfield, MA 01201"
00021-RS-0974,99 Restaurants Of Boston LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Cherry Washburn,99 Restaurant and Pub,,All Alcoholic Beverages,,Restaurant,Annual,,,,41857.0,No,,,609,Merrill Road,,Pittsfield,MA,01201,"609 Merrill Road , Pittsfield, MA 01201","607 Merrill Rd , Pittsfield, MA 01201"
00111-PK-0974,Lipton Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Michael Lipton,LIPTONMART,Wines and Malt,,Package Store,,Annual,,,,41870.0,No,,,460,South Street,,Pittsfield,MA,01201,"460 South Street , Pittsfield, MA 01201","460 South Street , Pittsfield, MA 01201"
00053-RS-0974,Sakura Hibachi Steakhouse Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Yuan Mei Yu,Koto,,All Alcoholic Beverages,,Restaurant,Annual,,,,41890.0,No,,,795,Dalton Avenue,,Pittsfield,MA,01201,"795 Dalton Avenue , Pittsfield, MA 01201","795 Dalton Avenue , Pittsfield, MA 01201"
00216-RS-0974,Y Not Bar And Lounge LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Yuki Cohen,METHUSELAH BAR AND LOUNGE,,All Alcoholic Beverages,,Restaurant,Annual,,,,41973.0,Yes,71,2005,391,North Street,,Pittsfield,MA,01201,"391 North Street , Pittsfield, MA 01201","391 North Street , Pittsfield, MA 01201"
00195-RS-0974,Barrington Stage Co Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Branden William Huldeen,BARRINTON STAGE COMPANY STAGE 2,,Wines and Malt,,General On-Premises,Annual,,,,42005.0,No,,,36,Linden Street,,Pittsfield,MA,01201,"36 Linden Street , Pittsfield, MA 01201","36 Linden Street , Pittsfield, MA 01201"
00038-RS-0974,Madcaf LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,William S Molner,MADISON CAFE,,All Alcoholic Beverages,,Restaurant,Annual,,,,42166.0,No,,,49,Madison Avenue,,Pittsfield,MA,01201,"49 Madison Avenue , Pittsfield, MA 01201","49 Madison Avenue , Pittsfield, MA 01201"
00219-PK-0974,Peaslee Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Shane A Peaslee,PEASLEES PACKAGE AND VARIETY,All Alcoholic Beverages,,Package Store,,Seasonal,,,,42333.0,No,,,1,Wilson Street,,Pittsfield,MA,01201,"1 Wilson Street , Pittsfield, MA 01201","1 Wilson Street , Pittsfield, MA 01201"
00046-CL-0974,Italian American Club Of Pittsfield Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Donald L Lucaroni,,,All Alcoholic Beverages,,Club,Annual,,,,42370.0,No,,,203,Newell Street,,Pittsfield,MA,01201,"203 Newell Street , Pittsfield, MA 01201","203 Newell Street , Pittsfield, MA 01201"
00112-PK-0974,Price Chopper Operating Co Of Massachusetts Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Sean Doyle,Market 32 by Price Chopper,All Alcoholic Beverages,,Package Store,,Annual,,,,42370.0,No,,,555,Hubbard Avenue,,Pittsfield,MA,01201,"555 Hubbard Avenue , Pittsfield, MA 01201","555 Hubbard Avenue , Pittsfield, MA 01201"
00171-RS-0974,Deol & Gill Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Jaswant Singh Banga,The House of India,,Wines and Malt,,Restaurant,Annual,,,,42370.0,No,,,75,North Street,Ste 140,Pittsfield,MA,01201,"75 North Street Ste 140, Pittsfield, MA 01201","75 North Street , Ste 140, Pittsfield, MA 01201"
00220-HT-0974,Sita Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Mauer D Desai,BEST WESTERN BERKSHIRE HILLS INN & SUITES,,Wines and Malt,,Hotel/Innkeeper,Seasonal,,,,42374.0,No,,,1350,West Housatonic Street,,Pittsfield,MA,01201,"1350 West Housatonic Street , Pittsfield, MA 01201","1350 West Housatonic Street , Pittsfield, MA 01201"
00073-RS-0974,Dbm Ranch Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Craig Benoit,HOT DOG RANCH,,All Alcoholic Beverages,,Restaurant,Annual,,,,42382.0,No,,,112,West Housatonic Street,,Pittsfield,MA,01201,"112 West Housatonic Street , Pittsfield, MA 01201","112 West Housatonic Street , Pittsfield, MA 01201"
00088-RS-0974,Seven Winter Grille Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,RAYA STOCKTON,Jae's Grille,,All Alcoholic Beverages,,Restaurant,Annual,,,,42388.0,No,,,7,Winter Street,,Pittsfield,MA,01201,"7 Winter Street , Pittsfield, MA 01201","7 Winter Street , Pittsfield, MA 01201"
00036-RS-0974,Zenner's Pub and Deli Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Melissa Collins,Zenner's Pub,,All Alcoholic Beverages,,Restaurant,Annual,,,,42464.0,No,,,303,Tyler Street,,Pittsfield,MA,01201,"303 Tyler Street , Pittsfield, MA 01201","303 Tyler Street , Pittsfield, MA 01201"
00063-CL-0974,Country Club Of Pittsfield Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Melissa R Aitken,,,All Alcoholic Beverages,,Club,Annual,,,,42578.0,No,,,639,South Street,,Pittsfield,MA,01201,"639 South Street , Pittsfield, MA 01201","639 South Street , Pittsfield, MA 01201"
03066-RS-0974,Hangars of Pittsfield Incorporated Enterprise,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,MORGAINE PFISTER,Hangar Pub and Grill,,All Alcoholic Beverages,,Restaurant,Annual,00019-cl-0974,Purchase,Melissa Drumm Sweener,42768.0,No,,,1350,East Street,,Pittsfield,MA,01201,"1350 East Street , Pittsfield, MA 01201","1350 East Street , Pittsfield, MA 01201"
03166-RS-0974,Miguel A. Gomez,Sole Proprietor,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Miguel Angel Gomez,La Fogata Restaurant,,All Alcoholic Beverages,,Restaurant,Annual,00069-RS-0974,Purchase,Tyler Restaurant Inc,42814.0,No,,,770,Tyler Street,,Pittsfield,MA,01201,"770 Tyler Street , Pittsfield, MA 01201","770 Tyler Street , Pittsfield, MA 01201"
03254-RS-0974,MRM Hospitality LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Gary M. Roller,Samel's Deli and Catering,,Wines and Malt,,Restaurant,Seasonal,,,,42845.0,No,,,115,Elm Street,,Pittsfield,MA,01201,"115 Elm Street , Pittsfield, MA 01201","115 Elm Street , Pittsfield, MA 01201"
03265-RS-0974,"SoMaLuPe, LLC",LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Joad H. Bowman,Thistle & Mirth,,All Alcoholic Beverages,,Restaurant,Annual,00039-RS-0974,Purchase,Joad Bowman,42845.0,No,,,44-46,West Street,,Pittsfield,MA,01201,"44-46 West Street , Pittsfield, MA 01201","44-46 West Street , Pittsfield, MA 01201"
89082-PK-0974,"Shreeji Krishna, LLC",LLC,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Rina Shah,Chico's Wine & Spirits,All Alcoholic Beverages,,Package Store,,Annual,00091-PK-0974,Purchase,Dmd Enterprises Inc,42906.0,No,,,1245,West Housatonic Street,,Pittsfield,MA,01201,"1245 West Housatonic Street , Pittsfield, MA 01201","1245 West Housatonic Street , Pittsfield, MA 01201"
89107-PK-0974,Keshav Pramukh Copr,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Gaurang Panwala,Johnnie's Superstore,All Alcoholic Beverages,,Package Store,,Annual,00143-PK-0974,Purchase,Johnnies Variety Inc,42930.0,No,,,360,Pecks Road,,Pittsfield,MA,01201,"360 Pecks Road , Pittsfield, MA 01201","360 Pecks Road , Pittsfield, MA 01201"
89154-PK-0974,Raajipo Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Bhumi H Karia,A-Mart,All Alcoholic Beverages,,Package Store,,Annual,00125-PK-0974,Purchase,Rl Parrott Inc,42999.0,No,,,524,North Street,,Pittsfield,MA,01201,"524 North Street , Pittsfield, MA 01201","524 North Street , Pittsfield, MA 01201"
89181-PK-0974,Guru Bhakti Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Jigar Sinroza,George's Liquor Store,All Alcoholic Beverages,,Package Store,,Annual,00094-PK-0974,Purchase,Dmd Enterprises Inc,43033.0,No,,,19,Elm Street,,Pittsfield,MA,01201,"19 Elm Street , Pittsfield, MA 01201","19 Elm Street , Pittsfield, MA 01201"
89200-PK-0974,Mahant Krupa LLC,LLC,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Gaurang S. Panwala,Jake's Variety Store,Wines and Malt,,Package Store,,Annual,,Purchase,,43061.0,No,,,93,West Housatonic Street,,Pittsfield,MA,01201,"93 West Housatonic Street , Pittsfield, MA 01201","93 West Housatonic Street , Pittsfield, MA 01201"
89233-PK-0974,Lipton Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Michael Robert Lipton,Lipton Mart,Wines and Malt,,Package Store,,Annual,00103-PK-0974,Purchase,Shreeji Krishna LLC,43098.0,No,,,580,North Street,,Pittsfield,MA,01201,"580 North Street , Pittsfield, MA 01201","580 North Street , Pittsfield, MA 01201"
03985-RS-0974,"Otto's of Pittsfield, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Lucas Stuart Marion,Otto's,,All Alcoholic Beverages,,Restaurant,Annual,00076-RS-0974,Purchase,Caseys Billiards Emporium LLC,43193.0,No,,,95,East Street,,Pittsfield,MA,01201,"95 East Street , Pittsfield, MA 01201","95 East Street , Pittsfield, MA 01201"
03990-RS-0974,"Pepper Dining, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,David Newman Powell,Chili's Grill and Bar,,All Alcoholic Beverages,,Restaurant,Annual,00044-RS-0974,Purchase,Del Gallos Restaurant Inc,43194.0,No,,,555,Hubbard Avenue,Ste 107,Pittsfield,MA,01201,"555 Hubbard Avenue Ste 107, Pittsfield, MA 01201","555 Hubbard Avenue , Ste 107, Pittsfield, MA 01201"
04459-RS-0974,LHGC Hospitality Management Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Candace A. Lyon,The Proprietor's Lodge,,All Alcoholic Beverages,,Restaurant,Annual,00081-CL-0974,Purchase,Itam Lodge 564 Order Sons Of Italy In America,43405.0,No,,,22,Waubeek Road,,Pittsfield,MA,01201,"22 Waubeek Road , Pittsfield, MA 01201","22 Waubeek Road , Pittsfield, MA 01201"
04608-HT-0974,"HGC, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Bonnie J. Hayden,Jae's,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,00084-HT-0974,Purchase,Shanti Hospitality LLC,43487.0,No,,,1032,South Street,,Pittsfield,MA,01201,"1032 South Street , Pittsfield, MA 01201","1032 South Street , Pittsfield, MA 01201"
04807-GP-0974,Phoenix Theatres Berkshire LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Megan Carter,Phoenix Theatres Beacon Cinema,,All Alcoholic Beverages,,General On-Premises,Annual,,,,43559.0,Yes,71,2005,57,North Street,,Pittsfield,MA,01201,"57 North Street , Pittsfield, MA 01201","57 North Street , Pittsfield, MA 01201"
89784-PK-0974,"BEAM-W ENTERPRISES, LLC",LLC,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,ROBERT NICKOLSON,A THING OR TWO VARIETY,All Alcoholic Beverages,,Package Store,,Seasonal,88965-PK-0974,,Franlind Inc,43980.0,No,,,228,Francis Avenue,,Pittsfield,MA,01201,"228 Francis Avenue , Pittsfield, MA 01201","228 Francis Avenue , Pittsfield, MA 01201"
05659-RS-0974,HAOHIO INC.,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,HAO CHEN,VONG'S RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,03251-RS-0974,,157 Seymour Street LLC,44034.0,No,,,157,Seymour Street,,Pittsfield,MA,01201,"157 Seymour Street , Pittsfield, MA 01201","157 Seymour Street , Pittsfield, MA 01201"
89878-PK-0974,WHEELER'S VARIETY INC.,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,RAJ PATEL,WHEELER'S MARKET,Wines and Malt,,Package Store,,Annual,00101-PK-0974,,Desiderata Packaged Goods LLC,44125.0,No,,,1654,North Street,,Pittsfield,MA,01201,"1654 North Street , Pittsfield, MA 01201","1654 North Street , Pittsfield, MA 01201"
89879-PK-0974,WHEELER'S VARIETY INC.,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,RAJ PATEL,WHEELER'S MARKET,All Alcoholic Beverages,,Package Store,,Seasonal,00208-PK-0974,,Desiderata Packaged Goods LLC,44125.0,No,,,1654,North Street,,Pittsfield,MA,01201,"1654 North Street , Pittsfield, MA 01201","1654 North Street , Pittsfield, MA 01201"
05850-RS-0974,Fresh Powder LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Kevin McMillian,Bousquet Mountain,,All Alcoholic Beverages,,Restaurant,Annual,00067-RS-0974,,Tamarack Ski Corp,44195.0,No,,,101,Dan Fox Drive,,Pittsfield,MA,01201,"101 Dan Fox Drive , Pittsfield, MA 01201","101 Dan Fox Drive , Pittsfield, MA 01201"
06271-RS-0974,SIBARITA'S CAFE LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,MEGAN GOMEZ,SIBARITA'S CAFE,,Wines and Malt,,Restaurant,Annual,00018-RS-0974,,Elizabeths Restaurant Inc,44411.0,No,,,1264,East Street,,Pittsfield,MA,01201,"1264 East Street , Pittsfield, MA 01201","1264 East Street , Pittsfield, MA 01201"
06339-HT-0974,McNINCH RESTAURANT GROUP LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,TUCKER G McNINCH,101,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,03789-HT-0974,,Berkshire Hospitality Group LLC,44460.0,No,,,1,West Street,,Pittsfield,MA,01201,"1 West Street , Pittsfield, MA 01201","1 West Street , Pittsfield, MA 01201"
90144-PK-0974,GURU SEVA CORP.,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,JIGAR SINROZA,BERKSHIRE WINE & LIQUOR,All Alcoholic Beverages,,Package Store,,Annual,00099-PK-0974,,Berkshire Liquors And Variety Inc,44536.0,No,,,711,Tyler Street,,Pittsfield,MA,01201,"711 Tyler Street , Pittsfield, MA 01201","711 Tyler Street , Pittsfield, MA 01201"
06521-RS-0974,Los Tres Potrillos LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,David A. Reyes,RJ's Restaurant & Bar,,All Alcoholic Beverages,,Restaurant,Annual,00029-RS-0974,,JBK Rainbow LLC,44566.0,No,,,107-109,First Street,,Pittsfield,MA,01201,"107-109 First Street , Pittsfield, MA 01201","107-109 First Street , Pittfield, MA 01201"
06593-RS-0974,McNINCH RESTAURANT GROUP LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,JOHN McNINCH,PATRICK'S PUB,,All Alcoholic Beverages,,Restaurant,Annual,00001-RS-0974,,Union Lunch Inc,44603.0,No,,,26,Bank Row,,Pittsfield,MA,01201,"26 Bank Row , Pittsfield, MA 01201","26 Bank Row , Pittsfield, MA 01201"
06871-RS-0974,FIN-MAR HOLDINGS LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,JONATHAN D GRIFFIN,SPORTMAN'S CAFE,,All Alcoholic Beverages,,Restaurant,Annual,00060-RS-0974,,Sportsmans Cafe Inc,44735.0,No,,,415,Pecks Road,,Pittsfield,MA,99999,"415 Pecks Road , Pittsfield, MA 99999","415 Pecks Road , Pittsfield, MA 01201"
06887-RS-0974,CLOVERDALE PROPERTIES LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,CHARLOTTE SUMNER,CAMP ARROW WOOD,,All Alcoholic Beverages,,Restaurant,Annual,00013-RS-0974,,Elbow Room Inc The,44741.0,No,,,195,Cloverdale Street,,Pittsfield,MA,01201,"195 Cloverdale Street , Pittsfield, MA 01201","195 Cloverdale Street , Pittsfield, MA 01201"
06971-RS-0974,El Habanero Mexican Grill LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Armando Chaires,El Habanero Mexican Grill,,All Alcoholic Beverages,,Restaurant,Seasonal,,,,44776.0,No,,,685,Merrill Road,,Pittsfield,MA,01201,"685 Merrill Road , Pittsfield, MA 01201","685 Merrill Road , Pittsfield, MA 01201"
06992-RS-0974,OMJ LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,JEFFREY A YEAGER,OLD MAN JEFF'S,,All Alcoholic Beverages,,Restaurant,Annual,00054-RS-0974,,B And C Bar And Grill LLC,44785.0,No,,,370,Pecks Road,1-A,Pittsfield,MA,01201,"370 Pecks Road 1-A, Pittsfield, MA 01201","370 Pecks Road , Pittsfield, MA 01201"
90356-PK-0974,FRANKYS LLC,LLC,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,JOSE GONCALVES,FRANKY'S,All Alcoholic Beverages,,Package Store,,Annual,00098-PK-0974,,K And K Holdings LLC,44824.0,No,,,1220,North Street,,Pittsfield,MA,01201,"1220 North Street , Pittsfield, MA 01201","1220 North Street , Pittsfield, MA 01201"
07193-RS-0974,Columna LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Gabriel Antonio Columna Castro,IZTAC,,All Alcoholic Beverages,,Restaurant,Annual,00080-RS-0974,,Senor Chiles Inc,44882.0,No,,,156,North Street,,Pittsfield,MA,01201,"156 North Street , Pittsfield, MA 01201","156 North Street , Pittsfield, MA 01201"
07228-RS-0974,K & M Bowling LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Kari Mathes,,,Wines and Malt,,Restaurant,Annual,00008-RS-0974,,Imperial Bowl Inc,44897.0,No,,,555,Dalton Avenue,,Pittsfield,MA,01201,"555 Dalton Avenue , Pittsfield, MA 01201","555 Dalton Avenue , Pittsfield, MI 01201"
07288-RS-0974,CRUSTPZ CORP,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,James Cervone,Crust,,All Alcoholic Beverages,,Restaurant,Annual,04687-RS-0974,,"Tokyo Hibachi Pittsfield, Inc.",44931.0,No,,,505,East Street,,Pittsfield,MA,01201,"505 East Street , Pittsfield, MA 01201","505 East Street , Pittsfield, MA 01201"
07303-RS-0974,COTANK LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,ALPER KURUCA,PIZZA WORKS,,Wines and Malt,,Restaurant,Seasonal,,,,44938.0,No,,,796/804,Tyler Street,,Pittsfield,MA,01201,"796/804 Tyler Street , Pittsfield, MA 01201","796/804 Tyler Street , Pittsfield, MA 01201"
